Sexo;Municipios;Nacionalidad (español/extranjero);Edad (grandes grupos);Total
Ambos sexos;37344-Vecinos;Total;Menores de 16 años;15
Ambos sexos;37344-Vecinos;Total;De 16 a 64 años;160
Ambos sexos;37344-Vecinos;Total;De 65 y más años;89
Ambos sexos;37344-Vecinos;españoles;Total;257
Ambos sexos;37344-Vecinos;españoles;Menores de 16 años;15
Ambos sexos;37344-Vecinos;españoles;De 16 a 64 años;153
Ambos sexos;37344-Vecinos;españoles;De 65 y más años;89
Ambos sexos;37344-Vecinos;extranjeros;Total;7
Ambos sexos;37344-Vecinos;extranjeros;Menores de 16 años;0
Ambos sexos;37344-Vecinos;extranjeros;De 16 a 64 años;7
Ambos sexos;37344-Vecinos;extranjeros;De 65 y más años;0
Ambos sexos;37345-Vega de Tirados;Total;Total;168
Ambos sexos;37345-Vega de Tirados;Total;Menores de 16 años;7
Ambos sexos;37345-Vega de Tirados;Total;De 16 a 64 años;89
Ambos sexos;37345-Vega de Tirados;Total;De 65 y más años;72
Ambos sexos;37345-Vega de Tirados;españoles;Total;160
Ambos sexos;37345-Vega de Tirados;españoles;Menores de 16 años;6
Ambos sexos;37345-Vega de Tirados;españoles;De 16 a 64 años;82
Ambos sexos;37345-Vega de Tirados;españoles;De 65 y más años;72
Ambos sexos;37345-Vega de Tirados;extranjeros;Total;8
Ambos sexos;37345-Vega de Tirados;extranjeros;Menores de 16 años;1
Ambos sexos;37345-Vega de Tirados;extranjeros;De 16 a 64 años;7
Ambos sexos;37345-Vega de Tirados;extranjeros;De 65 y más años;0
Ambos sexos;37346-Veguillas, Las;Total;Total;285
Ambos sexos;37346-Veguillas, Las;Total;Menores de 16 años;25
Ambos sexos;37346-Veguillas, Las;Total;De 16 a 64 años;166
Ambos sexos;37346-Veguillas, Las;Total;De 65 y más años;94
Ambos sexos;37346-Veguillas, Las;españoles;Total;277
Ambos sexos;37346-Veguillas, Las;españoles;Menores de 16 años;23
Ambos sexos;37346-Veguillas, Las;españoles;De 16 a 64 años;160
Ambos sexos;37346-Veguillas, Las;españoles;De 65 y más años;94
Ambos sexos;37346-Veguillas, Las;extranjeros;Total;8
Ambos sexos;37346-Veguillas, Las;extranjeros;Menores de 16 años;2
Ambos sexos;37346-Veguillas, Las;extranjeros;De 16 a 64 años;6
Ambos sexos;37346-Veguillas, Las;extranjeros;De 65 y más años;0
Ambos sexos;37347-Vellés, La;Total;Total;554
Ambos sexos;37347-Vellés, La;Total;Menores de 16 años;66
Ambos sexos;37347-Vellés, La;Total;De 16 a 64 años;384
Ambos sexos;37347-Vellés, La;Total;De 65 y más años;104
Ambos sexos;37347-Vellés, La;españoles;Total;537
Ambos sexos;37347-Vellés, La;españoles;Menores de 16 años;63
Ambos sexos;37347-Vellés, La;españoles;De 16 a 64 años;370
Ambos sexos;37347-Vellés, La;españoles;De 65 y más años;104
Ambos sexos;37347-Vellés, La;extranjeros;Total;17
Ambos sexos;37347-Vellés, La;extranjeros;Menores de 16 años;3
Ambos sexos;37347-Vellés, La;extranjeros;De 16 a 64 años;14
Ambos sexos;37347-Vellés, La;extranjeros;De 65 y más años;0
Ambos sexos;37348-Ventosa del Río Almar;Total;Total;112
Ambos sexos;37348-Ventosa del Río Almar;Total;Menores de 16 años;7
Ambos sexos;37348-Ventosa del Río Almar;Total;De 16 a 64 años;62
Ambos sexos;37348-Ventosa del Río Almar;Total;De 65 y más años;43
Ambos sexos;37348-Ventosa del Río Almar;españoles;Total;112
Ambos sexos;37348-Ventosa del Río Almar;españoles;Menores de 16 años;7
Ambos sexos;37348-Ventosa del Río Almar;españoles;De 16 a 64 años;62
Ambos sexos;37348-Ventosa del Río Almar;españoles;De 65 y más años;43
Ambos sexos;37348-Ventosa del Río Almar;extranjeros;Total;0
Ambos sexos;37348-Ventosa del Río Almar;extranjeros;Menores de 16 años;0
Ambos sexos;37348-Ventosa del Río Almar;extranjeros;De 16 a 64 años;0
Ambos sexos;37348-Ventosa del Río Almar;extranjeros;De 65 y más años;0
Ambos sexos;37349-Vídola, La;Total;Total;116
Ambos sexos;37349-Vídola, La;Total;Menores de 16 años;5
Ambos sexos;37349-Vídola, La;Total;De 16 a 64 años;63
Ambos sexos;37349-Vídola, La;Total;De 65 y más años;48
Ambos sexos;37349-Vídola, La;españoles;Total;112
Ambos sexos;37349-Vídola, La;españoles;Menores de 16 años;3
Ambos sexos;37349-Vídola, La;españoles;De 16 a 64 años;61
Ambos sexos;37349-Vídola, La;españoles;De 65 y más años;48
Ambos sexos;37349-Vídola, La;extranjeros;Total;4
Ambos sexos;37349-Vídola, La;extranjeros;Menores de 16 años;2
Ambos sexos;37349-Vídola, La;extranjeros;De 16 a 64 años;2
Ambos sexos;37349-Vídola, La;extranjeros;De 65 y más años;0
Ambos sexos;37351-Villaflores;Total;Total;282
Ambos sexos;37351-Villaflores;Total;Menores de 16 años;10
Ambos sexos;37351-Villaflores;Total;De 16 a 64 años;149
Ambos sexos;37351-Villaflores;Total;De 65 y más años;123
Ambos sexos;37351-Villaflores;españoles;Total;282
Ambos sexos;37351-Villaflores;españoles;Menores de 16 años;10
Ambos sexos;37351-Villaflores;españoles;De 16 a 64 años;149
Ambos sexos;37351-Villaflores;españoles;De 65 y más años;123
Ambos sexos;37351-Villaflores;extranjeros;Total;0
Ambos sexos;37351-Villaflores;extranjeros;Menores de 16 años;0
Ambos sexos;37351-Villaflores;extranjeros;De 16 a 64 años;0
Ambos sexos;37351-Villaflores;extranjeros;De 65 y más años;0
Ambos sexos;37352-Villagonzalo de Tormes;Total;Total;206
Ambos sexos;37352-Villagonzalo de Tormes;Total;Menores de 16 años;15
Ambos sexos;37352-Villagonzalo de Tormes;Total;De 16 a 64 años;136
Ambos sexos;37352-Villagonzalo de Tormes;Total;De 65 y más años;55
Ambos sexos;37352-Villagonzalo de Tormes;españoles;Total;201
Ambos sexos;37352-Villagonzalo de Tormes;españoles;Menores de 16 años;14
Ambos sexos;37352-Villagonzalo de Tormes;españoles;De 16 a 64 años;133
Ambos sexos;37352-Villagonzalo de Tormes;españoles;De 65 y más años;54
Ambos sexos;37352-Villagonzalo de Tormes;extranjeros;Total;5
Ambos sexos;37352-Villagonzalo de Tormes;extranjeros;Menores de 16 años;1
Ambos sexos;37352-Villagonzalo de Tormes;extranjeros;De 16 a 64 años;3
Ambos sexos;37352-Villagonzalo de Tormes;extranjeros;De 65 y más años;1
Ambos sexos;37353-Villalba de los Llanos;Total;Total;133
Ambos sexos;37353-Villalba de los Llanos;Total;Menores de 16 años;6
Ambos sexos;37353-Villalba de los Llanos;Total;De 16 a 64 años;83
Ambos sexos;37353-Villalba de los Llanos;Total;De 65 y más años;44
Ambos sexos;37353-Villalba de los Llanos;españoles;Total;132
Ambos sexos;37353-Villalba de los Llanos;españoles;Menores de 16 años;6
Ambos sexos;37353-Villalba de los Llanos;españoles;De 16 a 64 años;82
Ambos sexos;37353-Villalba de los Llanos;españoles;De 65 y más años;44
Ambos sexos;37353-Villalba de los Llanos;extranjeros;Total;1
Ambos sexos;37353-Villalba de los Llanos;extranjeros;Menores de 16 años;0
Ambos sexos;37353-Villalba de los Llanos;extranjeros;De 16 a 64 años;1
Ambos sexos;37353-Villalba de los Llanos;extranjeros;De 65 y más años;0
Ambos sexos;37354-Villamayor;Total;Total;7.207
Ambos sexos;37354-Villamayor;Total;Menores de 16 años;1.479
Ambos sexos;37354-Villamayor;Total;De 16 a 64 años;5.008
Ambos sexos;37354-Villamayor;Total;De 65 y más años;720
Ambos sexos;37354-Villamayor;españoles;Total;7.023
Ambos sexos;37354-Villamayor;españoles;Menores de 16 años;1.451
Ambos sexos;37354-Villamayor;españoles;De 16 a 64 años;4.865
Ambos sexos;37354-Villamayor;españoles;De 65 y más años;707
Ambos sexos;37354-Villamayor;extranjeros;Total;184
Ambos sexos;37354-Villamayor;extranjeros;Menores de 16 años;28
Ambos sexos;37354-Villamayor;extranjeros;De 16 a 64 años;143
Ambos sexos;37354-Villamayor;extranjeros;De 65 y más años;13
Ambos sexos;37355-Villanueva del Conde;Total;Total;159
Ambos sexos;37355-Villanueva del Conde;Total;Menores de 16 años;6
Ambos sexos;37355-Villanueva del Conde;Total;De 16 a 64 años;82
Ambos sexos;37355-Villanueva del Conde;Total;De 65 y más años;71
Ambos sexos;37355-Villanueva del Conde;españoles;Total;149
Ambos sexos;37355-Villanueva del Conde;españoles;Menores de 16 años;2
Ambos sexos;37355-Villanueva del Conde;españoles;De 16 a 64 años;76
Ambos sexos;37355-Villanueva del Conde;españoles;De 65 y más años;71
Ambos sexos;37355-Villanueva del Conde;extranjeros;Total;10
Ambos sexos;37355-Villanueva del Conde;extranjeros;Menores de 16 años;4
Ambos sexos;37355-Villanueva del Conde;extranjeros;De 16 a 64 años;6
Ambos sexos;37355-Villanueva del Conde;extranjeros;De 65 y más años;0
Ambos sexos;37356-Villar de Argañán;Total;Total;95
Ambos sexos;37356-Villar de Argañán;Total;Menores de 16 años;1
Ambos sexos;37356-Villar de Argañán;Total;De 16 a 64 años;61
Ambos sexos;37356-Villar de Argañán;Total;De 65 y más años;33
Ambos sexos;37356-Villar de Argañán;españoles;Total;90
Ambos sexos;37356-Villar de Argañán;españoles;Menores de 16 años;1
Ambos sexos;37356-Villar de Argañán;españoles;De 16 a 64 años;57
Ambos sexos;37356-Villar de Argañán;españoles;De 65 y más años;32
Ambos sexos;37356-Villar de Argañán;extranjeros;Total;5
Ambos sexos;37356-Villar de Argañán;extranjeros;Menores de 16 años;0
Ambos sexos;37356-Villar de Argañán;extranjeros;De 16 a 64 años;4
Ambos sexos;37356-Villar de Argañán;extranjeros;De 65 y más años;1
Ambos sexos;37357-Villar de Ciervo;Total;Total;279
Ambos sexos;37357-Villar de Ciervo;Total;Menores de 16 años;15
Ambos sexos;37357-Villar de Ciervo;Total;De 16 a 64 años;132
Ambos sexos;37357-Villar de Ciervo;Total;De 65 y más años;132
Ambos sexos;37357-Villar de Ciervo;españoles;Total;276
Ambos sexos;37357-Villar de Ciervo;españoles;Menores de 16 años;15
Ambos sexos;37357-Villar de Ciervo;españoles;De 16 a 64 años;129
Ambos sexos;37357-Villar de Ciervo;españoles;De 65 y más años;132
Ambos sexos;37357-Villar de Ciervo;extranjeros;Total;3
Ambos sexos;37357-Villar de Ciervo;extranjeros;Menores de 16 años;0
Ambos sexos;37357-Villar de Ciervo;extranjeros;De 16 a 64 años;3
Ambos sexos;37357-Villar de Ciervo;extranjeros;De 65 y más años;0
Ambos sexos;37358-Villar de Gallimazo;Total;Total;201
Ambos sexos;37358-Villar de Gallimazo;Total;Menores de 16 años;11
Ambos sexos;37358-Villar de Gallimazo;Total;De 16 a 64 años;128
Ambos sexos;37358-Villar de Gallimazo;Total;De 65 y más años;62
Ambos sexos;37358-Villar de Gallimazo;españoles;Total;172
Ambos sexos;37358-Villar de Gallimazo;españoles;Menores de 16 años;11
Ambos sexos;37358-Villar de Gallimazo;españoles;De 16 a 64 años;99
Ambos sexos;37358-Villar de Gallimazo;españoles;De 65 y más años;62
Ambos sexos;37358-Villar de Gallimazo;extranjeros;Total;29
Ambos sexos;37358-Villar de Gallimazo;extranjeros;Menores de 16 años;0
Ambos sexos;37358-Villar de Gallimazo;extranjeros;De 16 a 64 años;29
Ambos sexos;37358-Villar de Gallimazo;extranjeros;De 65 y más años;0
Ambos sexos;37359-Villar de la Yegua;Total;Total;179
Ambos sexos;37359-Villar de la Yegua;Total;Menores de 16 años;4
Ambos sexos;37359-Villar de la Yegua;Total;De 16 a 64 años;85
Ambos sexos;37359-Villar de la Yegua;Total;De 65 y más años;90
Ambos sexos;37359-Villar de la Yegua;españoles;Total;175
Ambos sexos;37359-Villar de la Yegua;españoles;Menores de 16 años;4
Ambos sexos;37359-Villar de la Yegua;españoles;De 16 a 64 años;82
Ambos sexos;37359-Villar de la Yegua;españoles;De 65 y más años;89
Ambos sexos;37359-Villar de la Yegua;extranjeros;Total;4
Ambos sexos;37359-Villar de la Yegua;extranjeros;Menores de 16 años;0
Ambos sexos;37359-Villar de la Yegua;extranjeros;De 16 a 64 años;3
Ambos sexos;37359-Villar de la Yegua;extranjeros;De 65 y más años;1
Ambos sexos;37360-Villar de Peralonso;Total;Total;229
Ambos sexos;37360-Villar de Peralonso;Total;Menores de 16 años;13
Ambos sexos;37360-Villar de Peralonso;Total;De 16 a 64 años;138
Ambos sexos;37360-Villar de Peralonso;Total;De 65 y más años;78
Ambos sexos;37360-Villar de Peralonso;españoles;Total;226
Ambos sexos;37360-Villar de Peralonso;españoles;Menores de 16 años;13
Ambos sexos;37360-Villar de Peralonso;españoles;De 16 a 64 años;135
Ambos sexos;37360-Villar de Peralonso;españoles;De 65 y más años;78
Ambos sexos;37360-Villar de Peralonso;extranjeros;Total;3
Ambos sexos;37360-Villar de Peralonso;extranjeros;Menores de 16 años;0
Ambos sexos;37360-Villar de Peralonso;extranjeros;De 16 a 64 años;3
Ambos sexos;37360-Villar de Peralonso;extranjeros;De 65 y más años;0
Ambos sexos;37361-Villar de Samaniego;Total;Total;89
Ambos sexos;37361-Villar de Samaniego;Total;Menores de 16 años;7
Ambos sexos;37361-Villar de Samaniego;Total;De 16 a 64 años;38
Ambos sexos;37361-Villar de Samaniego;Total;De 65 y más años;44
Ambos sexos;37361-Villar de Samaniego;españoles;Total;89
Ambos sexos;37361-Villar de Samaniego;españoles;Menores de 16 años;7
Ambos sexos;37361-Villar de Samaniego;españoles;De 16 a 64 años;38
Ambos sexos;37361-Villar de Samaniego;españoles;De 65 y más años;44
Ambos sexos;37361-Villar de Samaniego;extranjeros;Total;0
Ambos sexos;37361-Villar de Samaniego;extranjeros;Menores de 16 años;0
Ambos sexos;37361-Villar de Samaniego;extranjeros;De 16 a 64 años;0
Ambos sexos;37361-Villar de Samaniego;extranjeros;De 65 y más años;0
Ambos sexos;37362-Villares de la Reina;Total;Total;6.316
Ambos sexos;37362-Villares de la Reina;Total;Menores de 16 años;1.297
Ambos sexos;37362-Villares de la Reina;Total;De 16 a 64 años;4.428
Ambos sexos;37362-Villares de la Reina;Total;De 65 y más años;591
Ambos sexos;37362-Villares de la Reina;españoles;Total;6.105
Ambos sexos;37362-Villares de la Reina;españoles;Menores de 16 años;1.274
Ambos sexos;37362-Villares de la Reina;españoles;De 16 a 64 años;4.250
Ambos sexos;37362-Villares de la Reina;españoles;De 65 y más años;581
Ambos sexos;37362-Villares de la Reina;extranjeros;Total;211
Ambos sexos;37362-Villares de la Reina;extranjeros;Menores de 16 años;23
Ambos sexos;37362-Villares de la Reina;extranjeros;De 16 a 64 años;178
Ambos sexos;37362-Villares de la Reina;extranjeros;De 65 y más años;10
Ambos sexos;37363-Villares de Yeltes;Total;Total;123
Ambos sexos;37363-Villares de Yeltes;Total;Menores de 16 años;5
Ambos sexos;37363-Villares de Yeltes;Total;De 16 a 64 años;56
Ambos sexos;37363-Villares de Yeltes;Total;De 65 y más años;62
Ambos sexos;37363-Villares de Yeltes;españoles;Total;121
Ambos sexos;37363-Villares de Yeltes;españoles;Menores de 16 años;5
Ambos sexos;37363-Villares de Yeltes;españoles;De 16 a 64 años;56
Ambos sexos;37363-Villares de Yeltes;españoles;De 65 y más años;60
Ambos sexos;37363-Villares de Yeltes;extranjeros;Total;2
Ambos sexos;37363-Villares de Yeltes;extranjeros;Menores de 16 años;0
Ambos sexos;37363-Villares de Yeltes;extranjeros;De 16 a 64 años;0
Ambos sexos;37363-Villares de Yeltes;extranjeros;De 65 y más años;2
Ambos sexos;37364-Villarino de los Aires;Total;Total;805
Ambos sexos;37364-Villarino de los Aires;Total;Menores de 16 años;29
Ambos sexos;37364-Villarino de los Aires;Total;De 16 a 64 años;409
Ambos sexos;37364-Villarino de los Aires;Total;De 65 y más años;367
Ambos sexos;37364-Villarino de los Aires;españoles;Total;799
Ambos sexos;37364-Villarino de los Aires;españoles;Menores de 16 años;28
Ambos sexos;37364-Villarino de los Aires;españoles;De 16 a 64 años;405
Ambos sexos;37364-Villarino de los Aires;españoles;De 65 y más años;366
Ambos sexos;37364-Villarino de los Aires;extranjeros;Total;6
Ambos sexos;37364-Villarino de los Aires;extranjeros;Menores de 16 años;1
Ambos sexos;37364-Villarino de los Aires;extranjeros;De 16 a 64 años;4
Ambos sexos;37364-Villarino de los Aires;extranjeros;De 65 y más años;1
Ambos sexos;37365-Villarmayor;Total;Total;197
Ambos sexos;37365-Villarmayor;Total;Menores de 16 años;17
Ambos sexos;37365-Villarmayor;Total;De 16 a 64 años;118
Ambos sexos;37365-Villarmayor;Total;De 65 y más años;62
Ambos sexos;37365-Villarmayor;españoles;Total;189
Ambos sexos;37365-Villarmayor;españoles;Menores de 16 años;15
Ambos sexos;37365-Villarmayor;españoles;De 16 a 64 años;113
Ambos sexos;37365-Villarmayor;españoles;De 65 y más años;61
Ambos sexos;37365-Villarmayor;extranjeros;Total;8
Ambos sexos;37365-Villarmayor;extranjeros;Menores de 16 años;2
Ambos sexos;37365-Villarmayor;extranjeros;De 16 a 64 años;5
Ambos sexos;37365-Villarmayor;extranjeros;De 65 y más años;1
Ambos sexos;37366-Villarmuerto;Total;Total;43
Ambos sexos;37366-Villarmuerto;Total;Menores de 16 años;0
Ambos sexos;37366-Villarmuerto;Total;De 16 a 64 años;23
Ambos sexos;37366-Villarmuerto;Total;De 65 y más años;20
Ambos sexos;37366-Villarmuerto;españoles;Total;43
Ambos sexos;37366-Villarmuerto;españoles;Menores de 16 años;0
Ambos sexos;37366-Villarmuerto;españoles;De 16 a 64 años;23
Ambos sexos;37366-Villarmuerto;españoles;De 65 y más años;20
Ambos sexos;37366-Villarmuerto;extranjeros;Total;0
Ambos sexos;37366-Villarmuerto;extranjeros;Menores de 16 años;0
Ambos sexos;37366-Villarmuerto;extranjeros;De 16 a 64 años;0
Ambos sexos;37366-Villarmuerto;extranjeros;De 65 y más años;0
Ambos sexos;37367-Villasbuenas;Total;Total;191
Ambos sexos;37367-Villasbuenas;Total;Menores de 16 años;3
Ambos sexos;37367-Villasbuenas;Total;De 16 a 64 años;95
Ambos sexos;37367-Villasbuenas;Total;De 65 y más años;93
Ambos sexos;37367-Villasbuenas;españoles;Total;191
Ambos sexos;37367-Villasbuenas;españoles;Menores de 16 años;3
Ambos sexos;37367-Villasbuenas;españoles;De 16 a 64 años;95
Ambos sexos;37367-Villasbuenas;españoles;De 65 y más años;93
Ambos sexos;37367-Villasbuenas;extranjeros;Total;0
Ambos sexos;37367-Villasbuenas;extranjeros;Menores de 16 años;0
Ambos sexos;37367-Villasbuenas;extranjeros;De 16 a 64 años;0
Ambos sexos;37367-Villasbuenas;extranjeros;De 65 y más años;0
Ambos sexos;37368-Villasdardo;Total;Total;23
Ambos sexos;37368-Villasdardo;Total;Menores de 16 años;5
Ambos sexos;37368-Villasdardo;Total;De 16 a 64 años;11
Ambos sexos;37368-Villasdardo;Total;De 65 y más años;7
Ambos sexos;37368-Villasdardo;españoles;Total;22
Ambos sexos;37368-Villasdardo;españoles;Menores de 16 años;5
Ambos sexos;37368-Villasdardo;españoles;De 16 a 64 años;11
Ambos sexos;37368-Villasdardo;españoles;De 65 y más años;6
Ambos sexos;37368-Villasdardo;extranjeros;Total;1
Ambos sexos;37368-Villasdardo;extranjeros;Menores de 16 años;0
Ambos sexos;37368-Villasdardo;extranjeros;De 16 a 64 años;0
Ambos sexos;37368-Villasdardo;extranjeros;De 65 y más años;1
Ambos sexos;37369-Villaseco de los Gamitos;Total;Total;135
Ambos sexos;37369-Villaseco de los Gamitos;Total;Menores de 16 años;10
Ambos sexos;37369-Villaseco de los Gamitos;Total;De 16 a 64 años;88
Ambos sexos;37369-Villaseco de los Gamitos;Total;De 65 y más años;37
Ambos sexos;37369-Villaseco de los Gamitos;españoles;Total;134
Ambos sexos;37369-Villaseco de los Gamitos;españoles;Menores de 16 años;10
Ambos sexos;37369-Villaseco de los Gamitos;españoles;De 16 a 64 años;87
Ambos sexos;37369-Villaseco de los Gamitos;españoles;De 65 y más años;37
Ambos sexos;37369-Villaseco de los Gamitos;extranjeros;Total;1
Ambos sexos;37369-Villaseco de los Gamitos;extranjeros;Menores de 16 años;0
Ambos sexos;37369-Villaseco de los Gamitos;extranjeros;De 16 a 64 años;1
Ambos sexos;37369-Villaseco de los Gamitos;extranjeros;De 65 y más años;0
Ambos sexos;37370-Villaseco de los Reyes;Total;Total;324
Ambos sexos;37370-Villaseco de los Reyes;Total;Menores de 16 años;6
